result_name,value,set_id,dim_name_1,dim_value_1,dim_name_2,dim_value_2,dim_name_3,dim_value_3,dim_name_4,dim_value_4,dim_name_5,dim_value_5,dim_name_6,dim_value_6,measure_id,name,description,source_name
name=PHIS MEDIAN|||unit=cases,1,352,Data Element,Charges-Abstract,Issue Period,2013 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1239,Abstract charge <=$0 cases. (Cases > 50 and rate >=.5%),Abstract charge <=$0 cases. (Cases > 50 and rate >=.5% of total cases),PHIS
name=HOSPITAL VALUE|||unit=,,353,Data Element,Px Anesthesia Type,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2229,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,353,Data Element,Px Anesthesia Type,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2229,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=%,0,354,Data Element,Payer-Primary,Issue Period,2008 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1019,Payer-Primary >= 20% Other Payor,Payer-Primary >= 20% and not = 100% Other Payor (Primary Source Of Payment = 12).,PHIS
name=HOSPITAL VALUE|||unit=%,59.5,354,Data Element,Payer-Primary,Issue Period,2008 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1019,Payer-Primary >= 20% Other Payor,Payer-Primary >= 20% and not = 100% Other Payor (Primary Source Of Payment = 12).,PHIS
name=HOSPITAL VALUE|||unit=cases,3,355,Data Element,Present on Admission,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1598,"POA All Dx missing, unknown or invalid for 1-24 entries","POA All Dx missing, unknown or invalid for 1-24 entries. (POA value not = Y, N, U, W, 1, @)",PHIS
name=PHIS MEDIAN|||unit=%,0,355,Data Element,Present on Admission,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,55,"POA All Dx missing, unknown or invalid entry rate >0%.","POA All Dx missing, unknown or invalid entry rate >0%. (POA value not = Y, N, U, W, 1, @)",PHIS
name=HOSPITAL VALUE|||unit=cases,3,355,Data Element,Present on Admission,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1602,"POA PDx missing, unknown or invalid for 1-14 entries","POA PDx missing, unknown or invalid for 1-14 entries. (POA value not = Y, N, U, W, 1)",PHIS
name=HOSPITAL VALUE|||unit=%,0.1,355,Data Element,Present on Admission,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,36,"POA PDx missing, unknown or invalid entry rate >0%.","POA PDx missing, unknown or invalid entry rate >0%. (POA value not = Y, N, U, W, 1)",PHIS
name=PHIS MEDIAN|||unit=cases,,355,Data Element,Present on Admission,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1602,"POA PDx missing, unknown or invalid for 1-14 entries","POA PDx missing, unknown or invalid for 1-14 entries. (POA value not = Y, N, U, W, 1)",PHIS
name=HOSPITAL VALUE|||unit=%,0,355,Data Element,Present on Admission,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,55,"POA All Dx missing, unknown or invalid entry rate >0%.","POA All Dx missing, unknown or invalid entry rate >0%. (POA value not = Y, N, U, W, 1, @)",PHIS
name=PHIS MEDIAN|||unit=cases,,355,Data Element,Present on Admission,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1598,"POA All Dx missing, unknown or invalid for 1-24 entries","POA All Dx missing, unknown or invalid for 1-24 entries. (POA value not = Y, N, U, W, 1, @)",PHIS
name=PHIS MEDIAN|||unit=%,0,355,Data Element,Present on Admission,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,36,"POA PDx missing, unknown or invalid entry rate >0%.","POA PDx missing, unknown or invalid entry rate >0%. (POA value not = Y, N, U, W, 1)",PHIS
name=HOSPITAL VALUE|||unit=%,0.6,356,Data Element,Charges-Billed,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1334,Billed charges unmapped rate >$50K or >.2% of billed chgs,Unmapped billed charge rate (CTC Code = 69999999) >$50K or >.2% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=HOSPITAL VALUE|||unit=%,2.6,356,Data Element,Charges-Billed,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1336,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,,356,Data Element,Charges-Billed,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1336,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=$,263056,356,Data Element,Charges-Billed,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1333,Billed charges unmapped >$50K or >.2% of billed chgs,Unmapped billed charges (CTC Code = 69999999) >$50K or >.2% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=$,3621,356,Data Element,Charges-Billed,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1333,Billed charges unmapped >$50K or >.2% of billed chgs,Unmapped billed charges (CTC Code = 69999999) >$50K or >.2% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=cases,,356,Data Element,Charges-Billed,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1335,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,0,356,Data Element,Charges-Billed,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1334,Billed charges unmapped rate >$50K or >.2% of billed chgs,Unmapped billed charge rate (CTC Code = 69999999) >$50K or >.2% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=HOSPITAL VALUE|||unit=cases,98,356,Data Element,Charges-Billed,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1335,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=,,357,Data Element,Px End Hour (Principal Px),Issue Period,2006 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2237,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,357,Data Element,Px End Hour (Principal Px),Issue Period,2006 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2237,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=%,,358,Data Element,Px Start Hour (Principal Px),Issue Period,2010 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1958,PPx start hour is missing for 100% of PPx.,Principal Px start hour is missing for 100% of Principal Px. (Start Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,100,358,Data Element,Px Start Hour (Principal Px),Issue Period,2010 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1958,PPx start hour is missing for 100% of PPx.,Principal Px start hour is missing for 100% of Principal Px. (Start Hour = 99),PHIS
name=PHIS MEDIAN|||unit=,,359,Data Element,Payer-Tertiary,Issue Period,2005 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2281,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,359,Data Element,Payer-Tertiary,Issue Period,2005 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2281,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,360,Data Element,Px Anesthesia Type,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2229,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,360,Data Element,Px Anesthesia Type,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2229,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,0.2,361,Data Element,Admit Hour,Issue Period,2011 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1119,Admit Hour is missing for >= .1% of cases.,Admit Hour not between 00 and 23 for >= .1% of cases.,PHIS
name=PHIS MEDIAN|||unit=%,0,361,Data Element,Admit Hour,Issue Period,2011 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1119,Admit Hour is missing for >= .1% of cases.,Admit Hour not between 00 and 23 for >= .1% of cases.,PHIS
name=HOSPITAL VALUE|||unit=cases,14,362,Data Element,Date of Birth,Issue Period,2009 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1364,DOB is <=12/31/1960. (DOB not missing),Date of birth is <=12/31/1960. (DOB not = 1/1/1900 or 1/1/1850 (missing)),PHIS
name=PHIS MEDIAN|||unit=cases,8,362,Data Element,Date of Birth,Issue Period,2009 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1364,DOB is <=12/31/1960. (DOB not missing),Date of birth is <=12/31/1960. (DOB not = 1/1/1900 or 1/1/1850 (missing)),PHIS
name=PHIS MEDIAN|||unit=%,3.7,363,Data Element,Admit Hour,Issue Period,2008 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1166,Admit Hour >=18% 19 (07:00 PM to 07:59 PM).,Admit Hour >=18% 19 (07:00 PM to 07:59 PM) and <100%.,PHIS
name=HOSPITAL VALUE|||unit=%,19.8,363,Data Element,Admit Hour,Issue Period,2008 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1166,Admit Hour >=18% 19 (07:00 PM to 07:59 PM).,Admit Hour >=18% 19 (07:00 PM to 07:59 PM) and <100%.,PHIS
name=PHIS MEDIAN|||unit=%,0,364,Data Element,Admit Hour,Issue Period,2013 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1119,Admit Hour is missing for >= .1% of cases.,Admit Hour not between 00 and 23 for >= .1% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,0.9,364,Data Element,Admit Hour,Issue Period,2013 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1119,Admit Hour is missing for >= .1% of cases.,Admit Hour not between 00 and 23 for >= .1% of cases.,PHIS
name=PHIS MEDIAN|||unit=%,92.8891,366,Data Element,Ethnicity,Issue Period,2004 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1523,Ethnicity is unknown for >=20% of cases.,Ethnicity is unknown for >=20% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,100,366,Data Element,Ethnicity,Issue Period,2004 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1523,Ethnicity is unknown for >=20% of cases.,Ethnicity is unknown for >=20% of cases.,PHIS
name=PHIS MEDIAN|||unit=%,,368,Data Element,Px End Hour,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2118,Px end hour is missing for 100% of Px.,Px end hour is missing for 100% of Px. (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,100,368,Data Element,Px End Hour,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2118,Px end hour is missing for 100% of Px.,Px end hour is missing for 100% of Px. (End Hour = 99),PHIS
name=PHIS MEDIAN|||unit=%,99.8,369,Data Element,Payer-Tertiary,Issue Period,2013 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1869,Payer-Tertiary >= 1% unknown.,"Payer-Tertiary >= 1% and not = 100% unknown (Tertiary Source Of Payment = -1, 0, ??).",PHIS
name=HOSPITAL VALUE|||unit=%,99.7,369,Data Element,Payer-Tertiary,Issue Period,2013 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1869,Payer-Tertiary >= 1% unknown.,"Payer-Tertiary >= 1% and not = 100% unknown (Tertiary Source Of Payment = -1, 0, ??).",PHIS
name=HOSPITAL VALUE|||unit=,,370,Data Element,SCHIP Flag-Primary,Issue Period,2005 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2241,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,370,Data Element,SCHIP Flag-Primary,Issue Period,2005 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2241,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,99.9,371,Data Element,Admit Hour Indicator,Issue Period,2013 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1193,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=%,,371,Data Element,Admit Hour Indicator,Issue Period,2013 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1193,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=,,371,Data Element,Admit Hour Indicator,Issue Period,2013 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1198,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <18% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=,,371,Data Element,Admit Hour Indicator,Issue Period,2013 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1198,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,0.3,372,Data Element,CPT Code,Issue Period,2008 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1351,CPT codes are not submitted.,CPT codes are entered for 0% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,0,372,Data Element,CPT Code,Issue Period,2008 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1351,CPT codes are not submitted.,CPT codes are entered for 0% of cases.,PHIS
name=PHIS MEDIAN|||unit=cases,7,373,Data Element,Date of Birth,Issue Period,2008 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1364,DOB is <=12/31/1960. (DOB not missing),Date of birth is <=12/31/1960. (DOB not = 1/1/1900 or 1/1/1850 (missing)),PHIS
name=HOSPITAL VALUE|||unit=cases,6,373,Data Element,Date of Birth,Issue Period,2008 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1364,DOB is <=12/31/1960. (DOB not missing),Date of birth is <=12/31/1960. (DOB not = 1/1/1900 or 1/1/1850 (missing)),PHIS
name=PHIS MEDIAN|||unit=%,,374,Data Element,Charges-Billed,Issue Period,2012 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1336,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=cases,,374,Data Element,Charges-Billed,Issue Period,2012 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1335,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=%,2,374,Data Element,Charges-Billed,Issue Period,2012 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1336,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=cases,69,374,Data Element,Charges-Billed,Issue Period,2012 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1335,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=,,375,Data Element,Medical Discharge Hr Indicator,Issue Period,2004 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2205,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
